Id,Label,timeset,modularity_class,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
듣다,듣다,,1,1162,3352,2,0.705591,0.791374,67.448821
작아지다,작아지다,,2,816,1612,2,0.628625,0.704614,27.385448
암,암,,1,1002,2488,2,0.667783,0.751254,50.359751
성장기,성장기,,2,970,2552,2,0.660702,0.74323,41.266403
이기다,이기다,,0,1038,2710,2,0.675932,0.760281,57.07849
내리다,내리다,,1,962,2428,2,0.658956,0.741224,42.0233
도안,도안,,2,950,2544,2,0.656353,0.738215,39.190444
기본,기본,,2,1228,4172,2,0.722464,0.807924,76.720102
넘기다,넘기다,,0,1332,3582,2,0.750753,0.834002,108.03677
외,외,,1,1282,3210,2,0.736881,0.821464,88.469971
30,30,,0,938,2098,2,0.65377,0.735206,36.622212
덜,덜,,0,1130,2704,2,0.697691,0.78335,67.288335
덥다,덥다,,1,1180,3012,2,0.710114,0.795888,69.020047
땡기다,땡기다,,1,882,2440,2,0.641983,0.721163,31.930075
지장,지장,,1,1192,2972,2,0.713162,0.798897,75.112183
현,현,,1,1150,2750,2,0.702607,0.788365,70.335293
8일,8일,,0,964,2138,2,0.659392,0.741725,42.417674
달라,달라,,1,1158,2670,2,0.704594,0.790371,66.851053
법좀,법좀,,1,940,2120,2,0.654199,0.735707,45.446785
여중생,여중생,,0,1002,2322,2,0.667783,0.751254,41.563342
처방,처방,,1,1230,3682,2,0.722988,0.808425,83.198
초딩,초딩,,2,1078,2742,2,0.685223,0.770311,56.488131
짓,짓,,1,1074,2966,2,0.684283,0.769308,48.135155
가닥,가닥,,2,920,3760,2,0.649935,0.730692,31.254959
소,소,,1,1050,2252,2,0.678693,0.76329,51.474915
새끼,새끼,,2,1000,2416,2,0.667336,0.750752,41.817557
키안,키안,,2,630,1554,2,0.593806,0.657974,15.852275
약하다,약하다,,1,1132,3384,2,0.698179,0.783852,60.813753
진료,진료,,1,1024,2602,2,0.67274,0.75677,46.499546
157,157,,2,602,1712,2,0.588895,0.650953,15.179296
증후군,증후군,,0,928,1944,2,0.651634,0.732698,35.112395
출혈,출혈,,0,956,2390,2,0.657652,0.739719,34.845033
오버,오버,,0,808,2284,2,0.627044,0.702608,20.419883
달이,달이,,0,912,1960,2,0.648244,0.728686,28.915002
연락,연락,,1,994,2724,2,0.665999,0.749248,40.755366
대요,대요,,0,1180,3204,2,0.710114,0.795888,70.497933
암튼,암튼,,2,1220,3184,2,0.720376,0.805918,80.111814
볼,볼,,1,1110,2926,2,0.692842,0.778335,56.845174
매우,매우,,1,1220,2860,2,0.720376,0.805918,76.759547
어른,어른,,2,1190,4696,2,0.712652,0.798395,73.558139
입,입,,1,1136,2574,2,0.699158,0.784855,72.607782
5~6,5~6,,2,1198,4404,2,0.714695,0.800401,78.710455
아무튼,아무튼,,2,1292,4006,2,0.739614,0.823972,83.0928
3~4,3~4,,0,1126,2356,2,0.696716,0.782347,63.154181
요새,요새,,0,1112,2860,2,0.693324,0.778837,53.527763
먼저,먼저,,2,1130,3012,2,0.697691,0.78335,62.291878
올,올,,1,1160,2648,2,0.705092,0.790873,75.14737
나타나다,나타나다,,0,1034,2328,2,0.675017,0.759278,48.793807
평상시,평상시,,1,928,1952,2,0.651634,0.732698,35.879149
비교,비교,,2,802,1672,2,0.625863,0.701103,25.332146
찍다,찍다,,2,914,1886,2,0.648666,0.729188,41.044499
적당하다,적당하다,,2,1072,2436,2,0.683813,0.768806,57.954447
그날,그날,,0,1070,2766,2,0.683345,0.768305,53.548536
방금,방금,,0,1084,2632,2,0.686639,0.771815,60.647735
장판,장판,,2,814,2480,2,0.628229,0.704112,28.122183
사후,사후,,0,746,1596,2,0.615052,0.687061,18.331299
아시,아시,,2,1216,3132,2,0.719336,0.804915,68.707311
비중,비중,,1,812,1660,2,0.627834,0.703611,29.909372
런가,런가,,0,1136,2632,2,0.699158,0.784855,62.564098
40,40,,1,892,1644,2,0.644057,0.723671,46.060005
불임,불임,,1,880,2150,2,0.64157,0.720662,30.152165
벗다,벗다,,1,1002,2302,2,0.667783,0.751254,49.561299
상처,상처,,1,862,1604,2,0.637876,0.716148,33.954409
실,실,,1,964,1940,2,0.659392,0.741725,44.079208
액,액,,0,840,1652,2,0.633418,0.710632,28.147599
헤어지다,헤어지다,,2,898,4238,2,0.645307,0.725176,22.92449
쌤,쌤,,1,1180,2880,2,0.710114,0.795888,63.420464
나요,나요,,0,982,2134,2,0.66334,0.746239,35.156696
한두,한두,,0,924,2642,2,0.650783,0.731695,33.80489
고등학생,고등학생,,0,1118,2696,2,0.694774,0.780341,63.394126
그걸,그걸,,1,1198,2604,2,0.714695,0.800401,74.281923
둘,둘,,2,1200,3232,2,0.715208,0.800903,75.27829
움직이다,움직이다,,0,862,2386,2,0.637876,0.716148,29.796119
주전,주전,,0,1070,2444,2,0.683345,0.768305,58.340882
여행,여행,,0,730,1434,2,0.612032,0.683049,18.221417
풀리다,풀리다,,1,622,1834,2,0.592395,0.655968,12.946791
쓰이다,쓰이다,,1,1244,2950,2,0.726676,0.811936,82.327889
욕,욕,,1,994,2246,2,0.665999,0.749248,41.225755
꾸준하다,꾸준하다,,0,1046,3120,2,0.67777,0.762287,54.34945
두렵다,두렵다,,1,1268,3040,2,0.733088,0.817954,87.545317
성의,성의,,2,1158,3710,2,0.704594,0.790371,67.86652
당기다,당기다,,1,712,1446,2,0.608669,0.678536,21.636744
따르다,따르다,,1,1132,2590,2,0.698179,0.783852,64.098915
깔다,깔다,,1,832,1696,2,0.631812,0.708626,29.658054
빨간색,빨간색,,0,740,1642,2,0.613916,0.685557,17.581391
아마,아마,,1,1328,3714,2,0.749624,0.832999,99.654913
당하다,당하다,,1,1048,2926,2,0.678231,0.762788,49.753482
상관없다,상관없다,,1,1114,2678,2,0.693807,0.779338,67.074227
으로는,으로는,,1,1246,2908,2,0.727206,0.812437,85.519304
붉다,붉다,,0,944,2018,2,0.655059,0.73671,41.424404
차이,차이,,1,984,2122,2,0.663782,0.74674,47.701729
쓸다,쓸다,,0,1122,2664,2,0.695743,0.781344,67.224591
창피하다,창피하다,,1,946,2192,2,0.65549,0.737212,33.1821
살때,살때,,2,982,2094,2,0.66334,0.746239,45.156448
18일,18일,,0,692,1590,2,0.604976,0.673521,17.695435
9일,9일,,0,840,2194,2,0.633418,0.710632,23.992035
Q,Q,,0,568,1182,2,0.583041,0.642427,7.22717
나이트,나이트,,0,804,2228,2,0.626256,0.701605,19.994556
167,167,,2,736,2110,2,0.613161,0.684554,21.449891
날짜,날짜,,0,904,2048,2,0.646563,0.72668,32.387928
건너,건너,,0,870,2402,2,0.639513,0.718154,26.732596
끝내다,끝내다,,0,932,1946,2,0.652487,0.733701,43.214692
노,노,,1,974,2818,2,0.661579,0.744233,44.253917
전체,전체,,2,1008,3134,2,0.669128,0.752758,49.239066
200,200,,2,886,2164,2,0.642811,0.722166,33.407689
토요일,토요일,,0,908,1910,2,0.647403,0.727683,37.085837
70,70,,2,892,2108,2,0.644057,0.723671,32.083864
친하다,친하다,,1,966,2276,2,0.659828,0.742227,39.67949
온,온,,2,1070,2374,2,0.683345,0.768305,47.219542
찝찝하다,찝찝하다,,0,1054,2536,2,0.679618,0.764293,49.28387
겠다,겠다,,0,1136,2616,2,0.699158,0.784855,65.827935
차고,차고,,0,972,2424,2,0.661141,0.743731,38.24492
노력,노력,,1,1054,2804,2,0.679618,0.764293,54.369621
워터파크,워터파크,,0,574,1136,2,0.584066,0.643932,9.148612
주기도,주기도,,0,970,2442,2,0.660702,0.74323,39.00418
일전,일전,,0,962,1930,2,0.658956,0.741224,40.133993
날다,날다,,2,942,1864,2,0.654629,0.736209,39.413108
젖다,젖다,,0,894,2230,2,0.644473,0.724173,31.183788
상담,상담,,1,964,1954,2,0.659392,0.741725,43.574023
여성,여성,,0,1046,2042,2,0.67777,0.762287,50.974303
입구,입구,,0,906,1856,2,0.646982,0.727182,30.418345
부턴,부턴,,1,1076,2670,2,0.684753,0.769809,51.650954
설마,설마,,2,1186,3038,2,0.711635,0.797392,70.036198
진,진,,2,1070,3046,2,0.683345,0.768305,54.506131
발기,발기,,1,1750,20364,2,0.890974,0.938816,265.300522
포경,포경,,2,1682,19392,2,0.864701,0.921765,213.804563
포경수술,포경수술,,1,1654,13672,2,0.854327,0.914744,212.754404
음경,음경,,2,1624,14572,2,0.843486,0.907222,200.012594
귀두,귀두,,1,1566,10886,2,0.823287,0.892678,168.535966
고환,고환,,2,1516,10402,2,0.806634,0.88014,145.56433
발기다,발기다,,1,1422,7956,2,0.777085,0.85657,140.326809
몽정,몽정,,2,1288,7894,2,0.738519,0.822969,86.980062
껍질,껍질,,1,1172,4998,2,0.708097,0.793882,69.938565
노발,노발,,2,1184,8862,2,0.711127,0.796891,66.062744
풀발,풀발,,2,1214,8936,2,0.718818,0.804413,75.108202
비뇨기,비뇨기,,1,1474,7578,2,0.793158,0.869609,146.236968
포피,포피,,1,1032,3176,2,0.67456,0.758776,48.359045
표피,표피,,1,1054,3234,2,0.679618,0.764293,53.838657
발기부전,발기부전,,1,914,3868,2,0.648666,0.729188,39.578359
꼬털,꼬털,,2,1054,7340,2,0.679618,0.764293,51.077612
꼬추,꼬추,,1,882,1794,2,0.641983,0.721163,43.710426
붕대,붕대,,1,732,2358,2,0.612408,0.683551,21.582008
곡증,곡증,,1,554,1704,2,0.580664,0.638917,10.647708
벗겨지다,벗겨지다,,1,742,1544,2,0.614295,0.686058,21.759814
전립선염,전립선염,,1,834,1962,2,0.632213,0.709127,26.246168
전립선,전립선,,1,1004,2708,2,0.668231,0.751755,44.23292
성추행,성추행,,1,972,3078,2,0.661141,0.743731,40.372267
목소리,목소리,,2,688,1520,2,0.604242,0.672518,17.10853
실밥,실밥,,1,640,1258,2,0.595579,0.660481,15.051118
남성,남성,,1,948,2002,2,0.655921,0.737713,39.077594
처벌,처벌,,1,812,1956,2,0.627834,0.703611,23.223255
수북하다,수북하다,,2,844,5490,2,0.634224,0.711635,18.525911
가성,가성,,1,434,950,2,0.561058,0.608826,5.250135
곤,곤,,1,538,1596,2,0.577971,0.634905,9.308358
불알,불알,,1,434,926,2,0.561058,0.608826,4.890204
과를,과를,,1,904,2770,2,0.646563,0.72668,35.581321
조루,조루,,1,484,884,2,0.569064,0.621364,6.410494
페이로니병,페이로니병,,1,202,602,2,0.526677,0.550652,0.835674
